Name,Stars,Rewatch,Review
niribbon,★★★★,Watched,eu gostei sim mas acho que ficava mais legal uma serie ! mas é muito bom né christian nolan tem que ser! (nao conheço quem eh este homem)
oliviaiguess,★★★★★,Watched,why can’t i stop crying that was incredible
ydlovesmovies,★★★★½,Watched,"I find it funny how Nolan clearly didn’t care much about the scientific mechanisms behind this story yet that’s what most focus on when viewing. Like what do you mean love is the secret key to communicating past time? We got YouTube video analysts making content on that as if Nolan studied Einstein’s work to perfect the science in his galactic love story.Anyways, I appreciate this way more on a second viewing. Likely Nolan’s most emotional story."
lxspiers,★★★★½,Watched,This man is a master of capturing the grandness of the universe. The visuals here are awe inspiring and you can really feel how most of the images are organic and not digital. I think in 30 years we are going to be looking back at the visual aspects of this film and comparing it to many of the greats before it. What Nolan lacks in character writing and storytelling he more than exceeds himself in world building. I wish that I had got a chance to see this in IMAX.
sony4nderson,★★★★★,Watched,foda
certmekk,★★★★½,Watched,stay.
ageminifreak,★★★★★,Watched,DON'T LET ME LEAVE MURPHmds chorei q nem uma vagabunda o christopher nolan deve andar arrastando o cucuruto no asfalto sem aguentar o peso da mente de titânio
natu_1111706,★★★★★,Watched,Que es esta obra de arte
rj_c_,★★★★★,Watched,"This is the greatest film everFor some reason I felt the need to rewatch this before an AP Lang exam, feeling I needed it as evidence. After watching it something felt so different than the first time I did, this movie is just so special and meaningful in so many ways. I ended up using it on the exam as well 😜"
jxsilewis_,★★★★★,Watched,pretty cool (made me tear up)
cacadorderatos,★★★★★,Watched,depois de assistir esse filme eu tive um êxtase maior doq o da cocaina
thunder_mackay,★★★½,Watched,The story tends to get entangled in ts over-ambitious arc. The score may be one of the all-time greatest.
estellaweeks,★★★★★,Watched,"I don’t think there’s enough words in the English language to describe the love, admiration and obsession I have with this movie."
paulaaacedo,★★★★★,Watched,no amount of allergy medication could prepare me for those damn dust storms
anty_poo,★★★,Watched,missed half of it in physics kinda mid
thuxley,★★★★★,Watched,"i’m in shambles why did i go 10 years without watching this movie???? space nerding out and crying and i want TARS. 6/5 chef’s kiss, who is sending me inter-dimensional anomaly signals"
iyxooh,★★★★½,Watched,longer than the reign of Elizabeth II but my best tears on the soundtrack so it's okay
irmocus,★★★★★,Watched,"AHHHHHHHHHH, I cry more every time I watch this film. Not my favorite of all time but easily top 4 and probably the most perfect film in my eyes. Finally got to watch with my girl and looking forward to rewatching in the IMAX 10 year re-release in September 🙌🏼"
dwyermiles,★★★★½,Watched,new favorite surfing movie
jacksonsatter,★★★★★,Watched,89/100
yasmeen08,★★★★★,Watched,makes me cry everytimematthews acting is on top
lanegrafavorita,★★★★★,Watched,"No tengo que decir nada, es simplemente la mejor película de todos los tiempos, mi favorita ⭐️"
borjamcgill,★★★★★,Watched,"Seguramente la película que más me arrepienta de no haber visto en su día en el cine, se nota que Nolan puso mucho sentimiento en esta peli, la relación de Cooper con su hija Murph me ha hecho llorar más de una vez, la banda sonora de Hans Zimmer es sublime, las ideas planteadas son brillantes, si eres fan de la ciencia ficción lo tiene todo."
soveno,★★★★★,Watched,"Can’t believe i haven’t seen this film up until now, the story is really interesting and the acting especially from McConaughey is incredible, i don’t think it’s as visually appealing as 2001: a space odyssey however i think it is better in terms of story, still a firm believer of the fact that 2001 is better than interstellar but that shouldn’t take away from how beautifully made interstellar is"
munozs_2003,★★★★,Watched,...
soveno2,★★★★★,Watched,"Can’t believe i haven’t seen this film up until now, the story is really interesting and the acting especially from McConaughey is incredible, i don’t think it’s as visually appealing as 2001: a space odyssey however i think it is better in terms of story, still a firm believer of the fact that 2001 is better than interstellar but that shouldn’t take away from how beautifully made interstellar is"
amdnlb,★★★★★,Watched,"ce film m’a littéralement fait découvrir une passion pour l’astronomie, il transmet beaucoup d’émotions et nous questionne sur tellement de choses, le concept d’espace temps et les trous noirs sont aussi terrifiants que fascinants c’est ça que j’adore. les images sont plus magnifiques les unes que les autres et la fin qui laisse place à de nombreuses théories est juste excellente. LA MUSIQUE BORDEL hans zimmer toujours au rendez vous ❤️❤️❤️"
360minerstone,★★★★★,Watched,"This review may contain spoilers.I can handle the truth.Every time they make the decision to go to Dr. Mann’s planet instead of Edmond’s I want to scream at them.Every time I hear the “pray you never learn” monologue, I roll my eyes.But it’s so good for the plot and is the catalyst for vey important and moving moments."
sam_dumb,★★★★★,Watched,"Es una de mis películas favoritas ya que me hizo sentir muchass emociones a la vez.Me encanta que se hable sobre la teoría de cuerdas, el universo la física.Es excelente."
forbar,★★★,Watched,Vu pour lulu
maheen10,★★½,Watched,Overrated space fantasy (soundtrack slapped tho)
mkinlaw9,★★★★,Watched,warning to everyone to stop being prideful and just send your dad a message while he’s in space
mat_trosk,★★★★★,Watched,"tem um início sem expectativa e sem coesão com a capa do filme, te faz pensar no tamanho da história que ele tem que ter pra chegar aonde sua cabeça imaginava que iria ser, e quando você menos esperar tudo vai ficando cada vez mais confuso e complexo, até que no final uma chave é virada na sua cabeça e tudo oque não fazia sentido te corrói de tanta informação e tanto plot twist, jogada muito boa de emoções e ótimas atuações"
joshpedia69,★★★★,Watched,amazing. we need more sci-fi like this. had brainrot while watching.
yellacraion,No rating,Watched,"science fiction is the greatest genre that ever was, is, or will be"
deepxnshi,★★★★★,Watched,"Amazing movie that's it, I don't know what else to say. it's just amazing.i cried a lot....like a lot."
livya527,★★★★★,Watched,beautiful😿
lunitai,★★★★★,Watched,Es una película que te deja choqueante reflejo porque te enseña varias cosas Y también las escenas y te hace quedar como el shock pero a la vez tiene unas escenas que son hermosas y que no he visto en otras películas
marceau_2,★★★★★,Watched,5 étoiles rien que pour le combat de casques
inesallan,★★★★★,Watched,"GREAT MOVIE, love matthew, sad ending love a good cry, extremely meta, love transcends space and time (thank gawd amen), wish anne and michael kissed :( but ik that wasn’t that point but god dammit they’re both so beautiful, ummm what else what else hmmmm can’t remember"
lucasholiveira,★★★★★,Watched,"PQPMelhor filme já feito de todos os tempos, eu amo demaisss, tanto que não consigo descrever a perfeição que ele é"
maryjane25,★★★★★,Watched,não preciso nem falar né
big_juicy_420,★★★★★,Watched,Best movie ever made. Perfect film.
mydaylightaylor,★★★★,Watched,Tendi nada mas tudo bem
jamesywamesy06,★★★★★,Watched,“Don’t let me leave Murph”
ponglenis84,★★★★★,Watched,One of the best sci-Fi films I have ever seen
jdonolb,★★★★★,Watched,man this shit bangs.
eaekim,★★★★★,Watched,"muito clichê eu falar que amei o filme ne? mas aquela coisa, se vc gosta minimamente de um filme envolvente é impossível não gostar desse, pra mim o filme passou voando, eu amei!! não tem muito oque elaborar."
noramary6,★★★★★,Watched,CRYING
jefevaicent,★★★★★,Watched,"Que obra maestra de Nolan, en cierto punto ya no se si es ciencia, ficción o simplemente cine 🚬."
idkbuthalsey,★★★★,Watched,dieu sait que j’ai peur de l’espace mais j’ai réussi à regarder et j’ai aimé👍👍👍
andreascorsese,★★★★,Watched,"This review may contain spoilers.I can handle the truth.Un récit poignant d'un père prêt à tout pour sauver les siens au point même de les abandonner dans une mission suicide aux confins de la galaxie.L'évolution de Joseph Cooper (Matthew McConaughey) est impressionnante, d'abord conscient de s'engager dans une mission sans retour, l'ancien pilote n'ayant jamais pu réaliser son rêve se fera rattraper par son passé, rongé par ce qu'il laisse derrière lui. Dans sa quête de nouveau monde, il évoluera entre mensonge, non-dit, psychologie humaine et physique…"
